Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant, ,Octant ID,1,-1,2,-2,3,-3,4,-4
284.09,31.58,-0.94,-2.12,,,,4.273466460,-0.988330476,-2.227577740,-4,,,,,,,,,,
284.10,31.45,-1.10,-1.55,,,,4.143466460,-1.148330476,-1.657577740,-4,,,,,,,,,,
284.11,32.98,-1.04,-1.77,,,,5.673466460,-1.088330476,-1.877577740,-4,,,,,,,,,,
284.12,32.49,0.52,-1.87,,,,5.183466460,0.471669524,-1.977577740,-1,,,,,,,,,,
284.13,33.00,1.73,-2.11,,,,5.693466460,1.681669524,-2.217577740,-1,,,,,,,,,,
284.14,33.51,2.94,-2.09,,,,6.203466460,2.891669524,-2.197577740,-1,,,,,,,,,,
284.15,31.13,0.68,-2.08,,,,3.823466460,0.631669524,-2.187577740,-1,,,,,,,,,,
284.16,31.10,3.08,-2.40,,,,3.793466460,3.031669524,-2.507577740,-1,,,,,,,,,,
284.17,31.07,2.14,-3.03,,,,3.763466460,2.091669524,-3.137577740,-1,,,,,,,,,,
284.18,32.58,2.39,-3.21,,,,5.273466460,2.341669524,-3.317577740,-1,,,,,,,,,,
284.19,32.55,1.65,-4.17,,,,5.243466460,1.601669524,-4.277577740,-1,,,,,,,,,,
284.20,32.53,2.44,-5.22,,,,5.223466460,2.391669524,-5.327577740,-1,,,,,,,,,,
284.21,33.30,2.85,-5.46,,,,5.993466460,2.801669524,-5.567577740,-1,,,,,,,,,,
284.22,32.05,2.64,-4.83,,,,4.743466460,2.591669524,-4.937577740,-1,,,,,,,,,,
284.23,30.81,2.34,-3.63,,,,3.503466460,2.291669524,-3.737577740,-1,,,,,,,,,,
284.24,30.43,2.65,-3.35,,,,3.123466460,2.601669524,-3.457577740,-1,,,,,,,,,,
284.25,30.05,1.77,-2.25,,,,2.743466460,1.721669524,-2.357577740,-1,,,,,,,,,,
284.26,24.07,2.52,-1.16,,,,-3.236533540,2.471669524,-1.267577740,-2,,,,,,,,,,
284.27,24.81,5.39,-0.65,,,,-2.496533540,5.341669524,-0.757577740,-2,,,,,,,,,,
284.28,29.33,5.42,0.13,,,,2.023466460,5.371669524,0.022422260,1,,,,,,,,,,
284.29,31.38,5.67,-0.93,,,,4.073466460,5.621669524,-1.037577740,-1,,,,,,,,,,
284.30,30.93,3.60,-1.04,,,,3.623466460,3.551669524,-1.147577740,-1,,,,,,,,,,
284.31,29.98,1.53,-2.37,,,,2.673466460,1.481669524,-2.477577740,-1,,,,,,,,,,
284.32,26.39,0.77,-3.07,,,,-0.916533540,0.721669524,-3.177577740,-2,,,,,,,,,,
284.33,28.45,1.37,-2.80,,,,1.143466460,1.321669524,-2.907577740,-1,,,,,,,,,,
284.34,22.12,-2.72,-2.05,,,,-5.186533540,-2.768330476,-2.157577740,-3,,,,,,,,,,
284.35,20.53,-3.73,-1.31,,,,-6.776533540,-3.778330476,-1.417577740,-3,,,,,,,,,,
284.36,22.83,-4.75,-1.92,,,,-4.476533540,-4.798330476,-2.027577740,-3,,,,,,,,,,
284.37,25.13,-5.77,1.64,,,,-2.176533540,-5.818330476,1.532422260,3,,,,,,,,,,
284.38,22.04,-6.79,-0.13,,,,-5.266533540,-6.838330476,-0.237577740,-3,,,,,,,,,,
284.39,23.58,-3.37,0.75,,,,-3.726533540,-3.418330476,0.642422260,3,,,,,,,,,,
284.40,25.29,0.05,0.06,,,,-2.016533540,0.001669524,-0.047577740,-2,,,,,,,,,,
284.41,23.30,2.12,-0.38,,,,-4.006533540,2.071669524,-0.487577740,-2,,,,,,,,,,
284.42,22.42,0.83,-0.60,,,,-4.886533540,0.781669524,-0.707577740,-2,,,,,,,,,,
284.43,22.52,3.18,-0.73,,,,-4.786533540,3.131669524,-0.837577740,-2,,,,,,,,,,
284.44,22.05,-2.21,-0.74,,,,-5.256533540,-2.258330476,-0.847577740,-3,,,,,,,,,,
284.45,21.59,0.48,-0.73,,,,-5.716533540,0.431669524,-0.837577740,-2,,,,,,,,,,
284.46,28.36,1.52,-1.20,,,,1.053466460,1.471669524,-1.307577740,-1,,,,,,,,,,
284.47,30.14,2.59,-1.44,,,,2.833466460,2.541669524,-1.547577740,-1,,,,,,,,,,
284.48,30.00,2.50,-2.05,,,,2.693466460,2.451669524,-2.157577740,-1,,,,,,,,,,
284.49,27.77,-0.46,-1.97,,,,0.463466460,-0.508330476,-2.077577740,-4,,,,,,,,,,
284.50,27.50,-0.71,-1.72,,,,0.193466460,-0.758330476,-1.827577740,-4,,,,,,,,,,
284.51,25.94,-1.99,-0.92,,,,-1.366533540,-2.038330476,-1.027577740,-3,,,,,,,,,,
284.52,26.91,2.75,-0.94,,,,-0.396533540,2.701669524,-1.047577740,-2,,,,,,,,,,
284.53,27.75,1.36,-0.19,,,,0.443466460,1.311669524,-0.297577740,-1,,,,,,,,,,
284.54,27.88,2.67,0.45,,,,0.573466460,2.621669524,0.342422260,1,,,,,,,,,,
284.55,28.02,3.99,1.09,,,,0.713466460,3.941669524,0.982422260,1,,,,,,,,,,
284.56,25.29,0.05,1.05,,,,-2.016533540,0.001669524,0.942422260,2,,,,,,,,,,
284.57,26.44,0.41,1.00,,,,-0.866533540,0.361669524,0.892422260,2,,,,,,,,,,
284.58,25.97,0.41,1.52,,,,-1.336533540,0.361669524,1.412422260,2,,,,,,,,,,
284.59,28.38,0.42,0.94,,,,1.073466460,0.371669524,0.832422260,1,,,,,,,,,,
284.60,26.89,-0.09,0.26,,,,-0.416533540,-0.138330476,0.152422260,3,,,,,,,,,,
284.61,25.40,-0.60,-0.41,,,,-1.906533540,-0.648330476,-0.517577740,-3,,,,,,,,,,
284.62,23.35,4.23,-1.04,,,,-3.956533540,4.181669524,-1.147577740,-2,,,,,,,,,,
284.63,22.87,4.61,0.38,,,,-4.436533540,4.561669524,0.272422260,2,,,,,,,,,,
284.64,27.12,1.95,1.07,,,,-0.186533540,1.901669524,0.962422260,2,,,,,,,,,,
284.65,28.81,-0.46,0.68,,,,1.503466460,-0.508330476,0.572422260,4,,,,,,,,,,
284.66,28.40,0.93,0.60,,,,1.093466460,0.881669524,0.492422260,1,,,,,,,,,,
284.67,28.02,-1.22,-0.07,,,,0.713466460,-1.268330476,-0.177577740,-4,,,,,,,,,,
284.68,26.00,-2.59,0.46,,,,-1.306533540,-2.638330476,0.352422260,3,,,,,,,,,,
284.69,23.99,-1.90,0.19,,,,-3.316533540,-1.948330476,0.082422260,3,,,,,,,,,,
284.70,24.77,0.00,1.24,,,,-2.536533540,-0.048330476,1.132422260,3,,,,,,,,,,
284.71,26.98,0.03,2.30,,,,-0.326533540,-0.018330476,2.192422260,3,,,,,,,,,,
284.72,26.66,2.82,1.02,,,,-0.646533540,2.771669524,0.912422260,2,,,,,,,,,,
284.73,28.15,2.67,0.93,,,,0.843466460,2.621669524,0.822422260,1,,,,,,,,,,
284.74,28.56,3.79,-0.08,,,,1.253466460,3.741669524,-0.187577740,-1,,,,,,,,,,
284.75,26.39,-1.74,0.32,,,,-0.916533540,-1.788330476,0.212422260,3,,,,,,,,,,
284.76,26.44,1.09,0.06,,,,-0.866533540,1.041669524,-0.047577740,-2,,,,,,,,,,
284.77,26.69,-0.17,-0.10,,,,-0.616533540,-0.218330476,-0.207577740,-3,,,,,,,,,,
284.78,26.94,-1.44,-0.26,,,,-0.366533540,-1.488330476,-0.367577740,-3,,,,,,,,,,
284.79,26.62,-1.79,-1.09,,,,-0.686533540,-1.838330476,-1.197577740,-3,,,,,,,,,,
284.80,24.08,0.52,0.43,,,,-3.226533540,0.471669524,0.322422260,2,,,,,,,,,,
284.81,21.55,3.00,0.81,,,,-5.756533540,2.951669524,0.702422260,2,,,,,,,,,,
284.82,26.98,4.91,-0.03,,,,-0.326533540,4.861669524,-0.137577740,-2,,,,,,,,,,
284.83,24.26,3.95,0.39,,,,-3.046533540,3.901669524,0.282422260,2,,,,,,,,,,
284.84,23.13,3.27,1.24,,,,-4.176533540,3.221669524,1.132422260,2,,,,,,,,,,
284.85,22.54,2.29,1.94,,,,-4.766533540,2.241669524,1.832422260,2,,,,,,,,,,
284.86,21.67,1.31,1.48,,,,-5.636533540,1.261669524,1.372422260,2,,,,,,,,,,
284.87,26.85,-0.77,1.82,,,,-0.456533540,-0.818330476,1.712422260,3,,,,,,,,,,
284.88,29.15,1.32,1.95,,,,1.843466460,1.271669524,1.842422260,1,,,,,,,,,,
284.89,25.33,2.47,0.86,,,,-1.976533540,2.421669524,0.752422260,2,,,,,,,,,,
284.90,25.31,-1.86,0.74,,,,-1.996533540,-1.908330476,0.632422260,3,,,,,,,,,,
284.91,23.83,0.39,1.22,,,,-3.476533540,0.341669524,1.112422260,2,,,,,,,,,,
284.92,22.36,2.64,1.71,,,,-4.946533540,2.591669524,1.602422260,2,,,,,,,,,,
284.93,23.57,3.29,1.40,,,,-3.736533540,3.241669524,1.292422260,2,,,,,,,,,,
284.94,24.36,3.94,1.24,,,,-2.946533540,3.891669524,1.132422260,2,,,,,,,,,,
284.95,23.31,4.39,0.68,,,,-3.996533540,4.341669524,0.572422260,2,,,,,,,,,,
284.96,21.43,3.37,2.11,,,,-5.876533540,3.321669524,2.002422260,2,,,,,,,,,,
284.97,20.07,1.13,3.21,,,,-7.236533540,1.081669524,3.102422260,2,,,,,,,,,,
284.98,20.96,-1.10,3.36,,,,-6.346533540,-1.148330476,3.252422260,3,,,,,,,,,,
284.99,21.85,-1.48,3.44,,,,-5.456533540,-1.528330476,3.332422260,3,,,,,,,,,,
285.00,24.86,-2.89,2.86,,,,-2.446533540,-2.938330476,2.752422260,3,,,,,,,,,,
285.01,22.78,-2.75,2.29,,,,-4.526533540,-2.798330476,2.182422260,3,,,,,,,,,,
285.02,22.58,-0.73,2.77,,,,-4.726533540,-0.778330476,2.662422260,3,,,,,,,,,,
285.03,22.39,-2.32,2.77,,,,-4.916533540,-2.368330476,2.662422260,3,,,,,,,,,,
285.04,23.44,-1.25,3.05,,,,-3.866533540,-1.298330476,2.942422260,3,,,,,,,,,,
285.05,27.43,1.64,3.02,,,,0.123466460,1.591669524,2.912422260,1,,,,,,,,,,
285.06,23.30,2.12,3.10,,,,-4.006533540,2.071669524,2.992422260,2,,,,,,,,,,
285.07,25.70,4.61,1.59,,,,-1.606533540,4.561669524,1.482422260,2,,,,,,,,,,
285.08,30.23,3.90,0.08,,,,2.923466460,3.851669524,-0.027577740,-1,,,,,,,,,,
285.09,26.19,2.66,-1.20,,,,-1.116533540,2.611669524,-1.307577740,-2,,,,,,,,,,
285.10,28.13,0.55,-2.19,,,,0.823466460,0.501669524,-2.297577740,-1,,,,,,,,,,
285.11,27.79,4.91,-1.93,,,,0.483466460,4.861669524,-2.037577740,-1,,,,,,,,,,
285.12,22.50,3.73,-1.20,,,,-4.806533540,3.681669524,-1.307577740,-2,,,,,,,,,,
285.13,23.07,0.88,-2.15,,,,-4.236533540,0.831669524,-2.257577740,-2,,,,,,,,,,
285.14,22.36,1.12,-1.37,,,,-4.946533540,1.071669524,-1.477577740,-2,,,,,,,,,,
285.15,21.65,1.31,-0.36,,,,-5.656533540,1.261669524,-0.467577740,-2,,,,,,,,,,
285.16,22.30,1.51,0.65,,,,-5.006533540,1.461669524,0.542422260,2,,,,,,,,,,
285.17,22.80,0.13,0.71,,,,-4.506533540,0.081669524,0.602422260,2,,,,,,,,,,
285.18,24.78,3.10,0.63,,,,-2.526533540,3.051669524,0.522422260,2,,,,,,,,,,
285.19,23.42,3.81,1.77,,,,-3.886533540,3.761669524,1.662422260,2,,,,,,,,,,
285.20,22.06,4.52,2.67,,,,-5.246533540,4.471669524,2.562422260,2,,,,,,,,,,
285.21,23.48,1.04,2.83,,,,-3.826533540,0.991669524,2.722422260,2,,,,,,,,,,
285.22,23.20,-1.44,2.95,,,,-4.106533540,-1.488330476,2.842422260,3,,,,,,,,,,
285.23,24.86,-2.52,3.32,,,,-2.446533540,-2.568330476,3.212422260,3,,,,,,,,,,
285.24,23.83,-1.60,3.23,,,,-3.476533540,-1.648330476,3.122422260,3,,,,,,,,,,
285.25,23.50,-0.43,3.63,,,,-3.806533540,-0.478330476,3.522422260,3,,,,,,,,,,
285.26,23.17,0.89,3.24,,,,-4.136533540,0.841669524,3.132422260,2,,,,,,,,,,
285.27,24.75,2.96,2.71,,,,-2.556533540,2.911669524,2.602422260,2,,,,,,,,,,
285.28,24.06,4.16,2.18,,,,-3.246533540,4.111669524,2.072422260,2,,,,,,,,,,
285.29,24.50,4.79,1.97,,,,-2.806533540,4.741669524,1.862422260,2,,,,,,,,,,
285.30,24.95,5.38,1.09,,,,-2.356533540,5.331669524,0.982422260,2,,,,,,,,,,
285.31,23.20,6.15,1.97,,,,-4.106533540,6.101669524,1.862422260,2,,,,,,,,,,
285.32,21.46,7.02,1.60,,,,-5.846533540,6.971669524,1.492422260,2,,,,,,,,,,
285.33,21.87,5.87,1.25,,,,-5.436533540,5.821669524,1.142422260,2,,,,,,,,,,
285.34,21.31,4.72,1.84,,,,-5.996533540,4.671669524,1.732422260,2,,,,,,,,,,
285.35,25.06,5.48,2.77,,,,-2.246533540,5.431669524,2.662422260,2,,,,,,,,,,
285.36,24.74,6.12,3.30,,,,-2.566533540,6.071669524,3.192422260,2,,,,,,,,,,
285.37,27.30,5.88,3.51,,,,-0.006533540,5.831669524,3.402422260,2,,,,,,,,,,
285.38,28.13,5.20,3.57,,,,0.823466460,5.151669524,3.462422260,1,,,,,,,,,,
285.39,28.96,4.52,2.65,,,,1.653466460,4.471669524,2.542422260,1,,,,,,,,,,
285.40,30.45,4.89,1.73,,,,3.143466460,4.841669524,1.622422260,1,,,,,,,,,,
285.41,31.95,2.86,0.26,,,,4.643466460,2.811669524,0.152422260,1,,,,,,,,,,
285.42,25.78,0.83,-1.20,,,,-1.526533540,0.781669524,-1.307577740,-2,,,,,,,,,,
285.43,25.09,-0.74,-0.57,,,,-2.216533540,-0.788330476,-0.677577740,-3,,,,,,,,,,
285.44,24.16,-1.03,0.00,,,,-3.146533540,-1.078330476,-0.107577740,-3,,,,,,,,,,
285.45,22.59,-4.42,0.74,,,,-4.716533540,-4.468330476,0.632422260,3,,,,,,,,,,
285.46,24.29,-2.73,1.48,,,,-3.016533540,-2.778330476,1.372422260,3,,,,,,,,,,
285.47,25.99,2.56,2.41,,,,-1.316533540,2.511669524,2.302422260,2,,,,,,,,,,
285.48,27.45,1.73,2.40,,,,0.143466460,1.681669524,2.292422260,1,,,,,,,,,,
285.49,28.92,0.91,2.39,,,,1.613466460,0.861669524,2.282422260,1,,,,,,,,,,
285.50,27.63,-3.79,0.87,,,,0.323466460,-3.838330476,0.762422260,4,,,,,,,,,,
285.51,26.35,-2.77,-0.74,,,,-0.956533540,-2.818330476,-0.847577740,-3,,,,,,,,,,
285.52,25.11,-2.86,-1.71,,,,-2.196533540,-2.908330476,-1.817577740,-3,,,,,,,,,,
285.53,23.87,-4.08,-1.18,,,,-3.436533540,-4.128330476,-1.287577740,-3,,,,,,,,,,
285.54,27.27,-1.20,-1.42,,,,-0.036533540,-1.248330476,-1.527577740,-3,,,,,,,,,,
285.55,27.09,-2.12,-1.89,,,,-0.216533540,-2.168330476,-1.997577740,-3,,,,,,,,,,
285.56,28.22,-2.76,-1.97,,,,0.913466460,-2.808330476,-2.077577740,-4,,,,,,,,,,
285.57,24.24,-3.48,-0.93,,,,-3.066533540,-3.528330476,-1.037577740,-3,,,,,,,,,,
285.58,25.38,-1.83,-1.70,,,,-1.926533540,-1.878330476,-1.807577740,-3,,,,,,,,,,
285.59,24.95,-1.75,0.57,,,,-2.356533540,-1.798330476,0.462422260,3,,,,,,,,,,
285.60,27.03,0.26,1.03,,,,-0.276533540,0.211669524,0.922422260,2,,,,,,,,,,
285.61,25.09,1.11,0.27,,,,-2.216533540,1.061669524,0.162422260,2,,,,,,,,,,
285.62,28.13,1.67,-0.26,,,,0.823466460,1.621669524,-0.367577740,-1,,,,,,,,,,
285.63,27.77,1.66,-1.79,,,,0.463466460,1.611669524,-1.897577740,-1,,,,,,,,,,
285.64,26.06,0.74,-1.44,,,,-1.246533540,0.691669524,-1.547577740,-2,,,,,,,,,,
285.65,24.06,-1.90,-1.15,,,,-3.246533540,-1.948330476,-1.257577740,-3,,,,,,,,,,
285.66,23.71,-1.47,0.08,,,,-3.596533540,-1.518330476,-0.027577740,-3,,,,,,,,,,
285.67,22.61,-0.90,0.91,,,,-4.696533540,-0.948330476,0.802422260,3,,,,,,,,,,
285.68,21.52,-0.34,1.75,,,,-5.786533540,-0.388330476,1.642422260,3,,,,,,,,,,
285.69,25.97,1.33,2.29,,,,-1.336533540,1.281669524,2.182422260,2,,,,,,,,,,
285.70,23.06,0.89,2.16,,,,-4.246533540,0.841669524,2.052422260,2,,,,,,,,,,
285.71,22.86,0.48,2.91,,,,-4.446533540,0.431669524,2.802422260,2,,,,,,,,,,
285.72,22.66,0.07,3.25,,,,-4.646533540,0.021669524,3.142422260,2,,,,,,,,,,
285.73,23.48,-2.25,2.96,,,,-3.826533540,-2.298330476,2.852422260,3,,,,,,,,,,
285.74,28.70,-3.10,2.03,,,,1.393466460,-3.148330476,1.922422260,4,,,,,,,,,,
285.75,28.46,-5.61,1.11,,,,1.153466460,-5.658330476,1.002422260,4,,,,,,,,,,
285.76,28.22,-6.69,-0.43,,,,0.913466460,-6.738330476,-0.537577740,-4,,,,,,,,,,
285.77,25.45,-3.70,0.15,,,,-1.856533540,-3.748330476,0.042422260,3,,,,,,,,,,
285.78,26.33,-0.71,0.51,,,,-0.976533540,-0.758330476,0.402422260,3,,,,,,,,,,
285.79,26.89,1.75,1.15,,,,-0.416533540,1.701669524,1.042422260,2,,,,,,,,,,
285.80,28.25,2.85,1.05,,,,0.943466460,2.801669524,0.942422260,1,,,,,,,,,,
285.81,26.76,2.52,1.98,,,,-0.546533540,2.471669524,1.872422260,2,,,,,,,,,,
285.82,31.13,2.19,0.41,,,,3.823466460,2.141669524,0.302422260,1,,,,,,,,,,
285.83,29.78,0.10,-0.77,,,,2.473466460,0.051669524,-0.877577740,-1,,,,,,,,,,
285.84,23.10,1.56,0.15,,,,-4.206533540,1.511669524,0.042422260,2,,,,,,,,,,
285.85,21.58,-0.38,0.52,,,,-5.726533540,-0.428330476,0.412422260,3,,,,,,,,,,
285.86,27.32,-0.06,1.59,,,,0.013466460,-0.108330476,1.482422260,4,,,,,,,,,,
285.87,26.42,1.48,1.46,,,,-0.886533540,1.431669524,1.352422260,2,,,,,,,,,,
285.88,29.01,1.37,0.82,,,,1.703466460,1.321669524,0.712422260,1,,,,,,,,,,
285.89,31.24,2.57,-0.24,,,,3.933466460,2.521669524,-0.347577740,-1,,,,,,,,,,
285.90,29.32,3.78,-0.48,,,,2.013466460,3.731669524,-0.587577740,-1,,,,,,,,,,
285.91,27.41,2.53,-0.73,,,,0.103466460,2.481669524,-0.837577740,-1,,,,,,,,,,
285.92,28.63,1.31,-1.42,,,,1.323466460,1.261669524,-1.527577740,-1,,,,,,,,,,
285.93,29.01,0.10,-0.93,,,,1.703466460,0.051669524,-1.037577740,-1,,,,,,,,,,
285.94,31.02,-0.66,-1.86,,,,3.713466460,-0.708330476,-1.967577740,-4,,,,,,,,,,
285.95,26.57,-0.66,-1.26,,,,-0.736533540,-0.708330476,-1.367577740,-3,,,,,,,,,,
285.96,31.11,1.53,-1.04,,,,3.803466460,1.481669524,-1.147577740,-1,,,,,,,,,,
285.97,31.33,4.85,-0.32,,,,4.023466460,4.801669524,-0.427577740,-1,,,,,,,,,,
285.98,32.85,-0.31,-0.54,,,,5.543466460,-0.358330476,-0.647577740,-4,,,,,,,,,,
285.99,28.51,1.33,0.40,,,,1.203466460,1.281669524,0.292422260,1,,,,,,,,,,
286.00,29.78,2.04,-0.13,,,,2.473466460,1.991669524,-0.237577740,-1,,,,,,,,,,
286.01,31.06,1.69,0.13,,,,3.753466460,1.641669524,0.022422260,1,,,,,,,,,,
286.02,30.82,0.91,1.48,,,,3.513466460,0.861669524,1.372422260,1,,,,,,,,,,
286.03,26.96,4.45,1.73,,,,-0.346533540,4.401669524,1.622422260,2,,,,,,,,,,
286.04,26.53,-0.82,1.55,,,,-0.776533540,-0.868330476,1.442422260,3,,,,,,,,,,
286.05,27.77,0.46,1.55,,,,0.463466460,0.411669524,1.442422260,1,,,,,,,,,,
286.06,28.65,-0.10,1.42,,,,1.343466460,-0.148330476,1.312422260,4,,,,,,,,,,
286.07,29.53,-0.66,1.29,,,,2.223466460,-0.708330476,1.182422260,4,,,,,,,,,,
286.08,27.84,-1.37,0.76,,,,0.533466460,-1.418330476,0.652422260,4,,,,,,,,,,
286.09,27.55,3.33,-0.10,,,,0.243466460,3.281669524,-0.207577740,-1,,,,,,,,,,
286.10,26.97,2.13,0.19,,,,-0.336533540,2.081669524,0.082422260,2,,,,,,,,,,
286.11,26.39,0.94,0.49,,,,-0.916533540,0.891669524,0.382422260,2,,,,,,,,,,
286.12,21.84,-3.24,0.82,,,,-5.466533540,-3.288330476,0.712422260,3,,,,,,,,,,
286.13,24.33,-3.06,1.59,,,,-2.976533540,-3.108330476,1.482422260,3,,,,,,,,,,
286.14,25.45,-4.25,2.41,,,,-1.856533540,-4.298330476,2.302422260,3,,,,,,,,,,
286.15,28.33,-0.98,2.11,,,,1.023466460,-1.028330476,2.002422260,4,,,,,,,,,,
286.16,27.57,-3.20,0.82,,,,0.263466460,-3.248330476,0.712422260,4,,,,,,,,,,
286.17,24.31,-3.37,1.25,,,,-2.996533540,-3.418330476,1.142422260,3,,,,,,,,,,
286.18,22.12,-3.68,2.08,,,,-5.186533540,-3.728330476,1.972422260,3,,,,,,,,,,
286.19,21.68,1.57,2.16,,,,-5.626533540,1.521669524,2.052422260,2,,,,,,,,,,
286.20,21.24,-1.05,2.12,,,,-6.066533540,-1.098330476,2.012422260,3,,,,,,,,,,
286.21,25.13,-2.44,1.80,,,,-2.176533540,-2.488330476,1.692422260,3,,,,,,,,,,
286.22,28.06,-2.92,1.49,,,,0.753466460,-2.968330476,1.382422260,4,,,,,,,,,,
286.23,25.11,-4.12,-0.07,,,,-2.196533540,-4.168330476,-0.177577740,-3,,,,,,,,,,
286.24,23.00,-4.24,0.10,,,,-4.306533540,-4.288330476,-0.007577740,-3,,,,,,,,,,
286.25,22.37,-4.36,0.13,,,,-4.936533540,-4.408330476,0.022422260,3,,,,,,,,,,
286.26,24.60,-3.18,-0.13,,,,-2.706533540,-3.228330476,-0.237577740,-3,,,,,,,,,,
286.27,21.92,0.49,0.27,,,,-5.386533540,0.441669524,0.162422260,2,,,,,,,,,,
286.28,20.74,-3.51,0.38,,,,-6.566533540,-3.558330476,0.272422260,3,,,,,,,,,,
286.29,21.37,-1.51,0.32,,,,-5.936533540,-1.558330476,0.212422260,3,,,,,,,,,,
286.30,22.01,-0.44,1.67,,,,-5.296533540,-0.488330476,1.562422260,3,,,,,,,,,,
286.31,21.23,0.63,2.42,,,,-6.076533540,0.581669524,2.312422260,2,,,,,,,,,,
286.32,22.29,-0.62,3.22,,,,-5.016533540,-0.668330476,3.112422260,3,,,,,,,,,,
286.33,22.91,0.06,3.07,,,,-4.396533540,0.011669524,2.962422260,2,,,,,,,,,,
286.34,23.19,-2.23,3.38,,,,-4.116533540,-2.278330476,3.272422260,3,,,,,,,,,,
286.35,23.48,-4.01,3.20,,,,-3.826533540,-4.058330476,3.092422260,3,,,,,,,,,,
286.36,24.66,-2.04,2.70,,,,-2.646533540,-2.088330476,2.592422260,3,,,,,,,,,,
286.37,23.67,-1.75,2.21,,,,-3.636533540,-1.798330476,2.102422260,3,,,,,,,,,,
286.38,22.69,-1.89,1.71,,,,-4.616533540,-1.938330476,1.602422260,3,,,,,,,,,,
286.39,24.90,-2.32,1.21,,,,-2.406533540,-2.368330476,1.102422260,3,,,,,,,,,,
286.40,25.11,-1.00,2.17,,,,-2.196533540,-1.048330476,2.062422260,3,,,,,,,,,,
286.41,28.89,0.05,1.26,,,,1.583466460,0.001669524,1.152422260,1,,,,,,,,,,
286.42,27.58,-0.87,0.67,,,,0.273466460,-0.918330476,0.562422260,4,,,,,,,,,,
286.43,26.28,-1.79,0.08,,,,-1.026533540,-1.838330476,-0.027577740,-3,,,,,,,,,,
286.44,27.35,-1.59,-0.96,,,,0.043466460,-1.638330476,-1.067577740,-4,,,,,,,,,,
286.45,27.58,-0.86,-1.11,,,,0.273466460,-0.908330476,-1.217577740,-4,,,,,,,,,,
286.46,27.82,-0.13,-1.27,,,,0.513466460,-0.178330476,-1.377577740,-4,,,,,,,,,,
286.47,29.96,1.46,-0.95,,,,2.653466460,1.411669524,-1.057577740,-1,,,,,,,,,,
286.48,30.37,0.01,-0.77,,,,3.063466460,-0.038330476,-0.877577740,-4,,,,,,,,,,
286.49,30.79,-1.44,-0.60,,,,3.483466460,-1.488330476,-0.707577740,-4,,,,,,,,,,
286.50,29.65,-0.16,-1.03,,,,2.343466460,-0.208330476,-1.137577740,-4,,,,,,,,,,
286.51,28.51,1.10,-1.46,,,,1.203466460,1.051669524,-1.567577740,-1,,,,,,,,,,
286.52,27.66,-1.62,-0.99,,,,0.353466460,-1.668330476,-1.097577740,-4,,,,,,,,,,
286.53,30.98,-0.48,-1.40,,,,3.673466460,-0.528330476,-1.507577740,-4,,,,,,,,,,
286.54,32.42,-1.02,-1.27,,,,5.113466460,-1.068330476,-1.377577740,-4,,,,,,,,,,
286.55,32.43,-1.56,-1.15,,,,5.123466460,-1.608330476,-1.257577740,-4,,,,,,,,,,
286.56,32.44,-0.15,-1.55,,,,5.133466460,-0.198330476,-1.657577740,-4,,,,,,,,,,
286.57,32.82,-3.62,-1.21,,,,5.513466460,-3.668330476,-1.317577740,-4,,,,,,,,,,
286.58,33.21,-1.46,-1.40,,,,5.903466460,-1.508330476,-1.507577740,-4,,,,,,,,,,
286.59,32.63,-2.27,-1.98,,,,5.323466460,-2.318330476,-2.087577740,-4,,,,,,,,,,
286.60,32.06,-3.70,-2.25,,,,4.753466460,-3.748330476,-2.357577740,-4,,,,,,,,,,
286.61,29.35,0.60,-2.27,,,,2.043466460,0.551669524,-2.377577740,-1,,,,,,,,,,
286.62,30.14,0.06,-2.29,,,,2.833466460,0.011669524,-2.397577740,-1,,,,,,,,,,
286.63,26.62,0.37,-1.73,,,,-0.686533540,0.321669524,-1.837577740,-2,,,,,,,,,,
286.64,26.53,-1.28,-0.14,,,,-0.776533540,-1.328330476,-0.247577740,-3,,,,,,,,,,
286.65,26.44,-2.93,1.44,,,,-0.866533540,-2.978330476,1.332422260,3,,,,,,,,,,
286.66,28.38,-1.05,0.91,,,,1.073466460,-1.098330476,0.802422260,4,,,,,,,,,,
286.67,30.32,-1.99,1.17,,,,3.013466460,-2.038330476,1.062422260,4,,,,,,,,,,
286.68,30.48,-2.82,-0.45,,,,3.173466460,-2.868330476,-0.557577740,-4,,,,,,,,,,
286.69,26.69,-1.37,-2.09,,,,-0.616533540,-1.418330476,-2.197577740,-3,,,,,,,,,,
286.70,31.04,1.38,-1.85,,,,3.733466460,1.331669524,-1.957577740,-1,,,,,,,,,,
286.71,31.06,-2.67,-1.61,,,,3.753466460,-2.718330476,-1.717577740,-4,,,,,,,,,,
286.72,27.66,0.20,-1.30,,,,0.353466460,0.151669524,-1.407577740,-1,,,,,,,,,,
286.73,31.38,-0.88,-0.94,,,,4.073466460,-0.928330476,-1.047577740,-4,,,,,,,,,,
286.74,29.73,-1.14,-0.82,,,,2.423466460,-1.188330476,-0.927577740,-4,,,,,,,,,,
286.75,28.53,-2.01,-0.67,,,,1.223466460,-2.058330476,-0.777577740,-4,,,,,,,,,,
286.76,29.56,-3.10,-0.47,,,,2.253466460,-3.148330476,-0.577577740,-4,,,,,,,,,,
